2,2,0.500000,6.000000,0.083333,1.000000,0.000000,2.995092
3,2,0.750000,9.000000,0.083333,1.000000,0.000000,2.998561
4,2,1.000000,12.000000,0.083333,1.000000,1.000000,2.937370
5,3,1.043517,12.076038,0.086412,1.174067,1.000000,2.340104
6,2,1.209265,12.607116,0.095919,1.449370,1.000000,1.976780
7,3,1.365003,13.550449,0.100735,1.512440,1.000000,1.845986
8,3,1.506897,13.962112,0.107928,1.553192,1.416482,1.692926
9,2,1.518923,13.950360,0.108881,1.900194,1.345608,1.436262
10,2,1.389794,13.424558,0.103526,1.902624,1.000000,1.224451
11,2,1.629105,14.339738,0.113608,2.217612,1.000000,1.193738
12,2,1.740192,15.358664,0.113304,2.078875,1.378326,1.146605
13,3,1.688330,14.397116,0.117269,2.155442,1.292051,1.019713
14,3,1.569952,14.661042,0.107083,2.366300,1.000000,0.904091
15,2,1.725342,14.520163,0.118824,2.346464,1.000000,0.833283
16,3,1.811948,14.603346,0.124078,2.041376,1.494464,0.844717
17,2,2.048333,15.563948,0.131608,2.306895,1.640016,0.844414
18,4,1.668914,15.004159,0.111230,2.010647,1.000000,0.665960
19,2,1.951354,15.240084,0.128041,2.346568,1.405923,0.702350
20,3,1.920044,14.634851,0.131197,2.501672,1.410439,0.651928
21,2,1.891204,15.403073,0.122781,2.172487,1.513088,0.611274
22,3,2.093922,15.594142,0.134276,2.381535,1.571327,0.622473
23,3,2.225983,15.901471,0.139986,2.637881,1.874200,0.603225
24,2,2.211414,16.093527,0.137410,2.425396,1.621664,0.629578
25,5,2.263350,16.327839,0.138619,2.544144,2.139876,0.592521
26,4,2.175047,16.146923,0.134703,2.315698,1.862715,0.558263
27,3,2.226777,15.320404,0.145347,2.539425,1.685664,0.547048
28,2,2.275556,16.269110,0.139870,2.738470,1.829512,0.513988
29,4,1.989805,16.834882,0.118195,2.278981,1.810970,0.439983
30,6,2.158207,15.966652,0.135170,2.820678,1.503912,0.416703
31,4,2.407613,15.779734,0.152576,2.625904,2.188925,0.478313
32,3,2.320883,15.662522,0.148181,2.691037,1.695505,0.459528
33,3,2.228146,15.739273,0.141566,2.588274,1.543178,0.436785
34,3,2.241957,15.185540,0.147638,2.562421,1.874116,0.412233
35,4,2.331529,17.111378,0.136256,2.708088,2.134578,0.393719
36,3,2.078279,16.194498,0.128332,2.383020,1.545395,0.360643
37,7,2.347294,15.305179,0.153366,2.485906,2.172412,0.396938
38,3,1.948088,16.844403,0.115652,2.466966,1.462292,0.297611
39,3,2.264156,15.557253,0.145537,2.551589,2.013884,0.353632
40,4,2.420374,16.993539,0.142429,2.950960,1.583790,0.353107
41,3,2.479130,17.172043,0.144370,2.716831,2.234172,0.294803
