2,2,0.500000,6.000000,0.083333,1.000000,0.000000,2.986528
3,2,0.750000,9.000000,0.083333,1.000000,0.000000,2.817512
4,2,1.000000,12.000000,0.083333,1.000000,1.000000,2.799634
5,3,1.130586,12.480689,0.090587,1.522343,1.000000,2.418829
6,2,1.227110,13.603529,0.090205,1.548170,1.000000,2.176835
7,3,1.357117,13.399142,0.101284,1.557166,1.000000,1.816805
8,2,1.405799,13.291996,0.105763,1.643522,1.000000,1.548290
9,2,1.299645,12.901544,0.100736,1.941357,1.000000,1.270615
10,2,1.623221,14.704796,0.110387,1.875438,1.000000,1.342149
11,2,1.496766,13.877279,0.107857,1.778028,1.264752,1.129107
12,3,1.567796,14.201503,0.110396,1.775584,1.486728,1.011647
13,2,1.686929,14.471975,0.116565,2.129510,1.307956,1.005942
14,4,1.654701,13.603990,0.121634,1.910233,1.325326,0.962016
15,2,1.903288,15.301713,0.124384,2.219502,1.655520,0.891278
16,3,1.822920,14.480200,0.125891,2.187034,1.537062,0.840344
17,2,2.041769,15.767201,0.129495,2.220408,1.853448,0.870921
18,3,1.677176,14.519837,0.115509,2.011129,1.236046,0.729316
19,4,2.104785,15.706146,0.134010,2.422242,1.435582,0.759833
20,3,1.996749,15.562166,0.128308,2.529572,1.693944,0.687570
21,3,2.019922,14.995637,0.134701,2.458999,1.672191,0.631057
22,4,1.947185,16.948222,0.114890,2.494978,1.401697,0.601541
23,3,1.971124,14.898747,0.132301,2.626457,1.501673,0.592107
24,2,2.231919,16.548908,0.134868,2.449885,2.028873,0.649808
25,4,2.256589,15.760995,0.143176,2.548456,1.662332,0.568547
26,4,2.161840,15.744078,0.137311,2.540047,1.834105,0.501903
27,5,1.926705,16.139246,0.119380,2.196205,1.530828,0.471204
28,2,2.234767,15.903751,0.140518,2.609200,1.785574,0.513767
29,2,2.286593,16.024065,0.142697,2.397758,2.134641,0.507733
30,4,2.231666,15.425011,0.144678,2.371118,2.092177,0.466144
31,4,2.191715,16.510915,0.132743,2.799752,1.486616,0.417907
32,2,2.311884,16.663087,0.138743,2.719553,1.822531,0.397567
33,4,2.277549,15.825270,0.143918,2.558543,1.820791,0.438146
34,3,2.530211,16.497091,0.153373,2.941524,1.858370,0.435295
35,3,2.537356,16.132287,0.157284,2.686292,2.390640,0.446451
36,4,2.247774,15.607395,0.144020,2.396981,2.173169,0.406291
37,7,2.293806,15.974898,0.143588,2.767027,1.635405,0.383048
38,5,2.590062,16.407939,0.157854,2.776580,2.413713,0.388224
39,3,2.368870,15.783967,0.150081,2.487931,2.205511,0.387054
40,7,2.166286,16.655636,0.130063,2.464511,1.814773,0.327698
41,5,2.428949,16.238900,0.149576,2.762900,1.742181,0.325729
