2,2,0.500000,6.000000,0.083333,1.000000,0.000000,2.991779
3,2,0.750000,9.000000,0.083333,1.000000,0.000000,2.999124
4,2,1.000000,12.000000,0.083333,1.000000,1.000000,2.775447
5,3,1.136257,12.513343,0.090804,1.545029,1.000000,2.441521
6,3,1.238989,13.163761,0.094121,1.513304,1.000000,1.962927
7,3,1.371660,13.685188,0.100230,1.547766,1.000000,1.882070
8,2,1.452926,14.294219,0.101644,1.885701,1.000000,1.651084
9,2,1.510423,13.695484,0.110286,2.039457,1.000000,1.437568
10,2,1.526915,13.632796,0.112003,1.969953,1.000000,1.304687
11,2,1.627085,13.962264,0.116534,1.898568,1.509278,1.185126
12,2,1.492528,13.513558,0.110447,1.738493,1.340558,1.049080
13,2,1.807761,14.893327,0.121381,2.177495,1.376902,1.110021
14,4,1.669369,14.257160,0.117090,1.876483,1.511285,0.933887
15,3,1.351035,15.413208,0.087654,1.876911,1.000000,0.638195
16,2,1.777168,14.091518,0.126116,1.920864,1.684096,0.847459
17,3,1.843979,14.331963,0.128662,2.039859,1.604044,0.815505
18,4,2.057460,15.551549,0.132299,2.164289,1.925554,0.828442
19,3,1.730401,15.061628,0.114888,2.135832,1.545547,0.654453
20,3,2.066646,15.382063,0.134354,2.218362,1.900751,0.730876
21,3,2.091609,15.302005,0.136689,2.256181,1.826434,0.677074
22,4,2.201275,15.866229,0.138740,2.547249,1.928334,0.688768
23,2,2.191982,16.084019,0.136283,2.353952,2.116011,0.626349
24,4,2.113926,15.107187,0.139928,2.243343,1.978863,0.611365
25,3,2.015518,15.409570,0.130797,2.521831,1.395968,0.530100
26,3,1.978416,14.830885,0.133398,2.032756,1.918938,0.536596
27,3,2.103376,15.333720,0.137173,2.208491,2.016869,0.497417
28,3,2.167132,15.075397,0.143753,2.353065,2.086643,0.513013
29,3,2.091726,15.281813,0.136877,2.546243,1.437194,0.482826
30,4,2.141107,15.550573,0.137687,2.509309,1.259492,0.442669
31,4,2.222205,15.237161,0.145841,2.366354,1.965358,0.472114
32,3,2.268031,16.320835,0.138965,2.947454,1.864599,0.425730
33,5,1.919573,17.512901,0.109609,2.318317,1.494825,0.362192
34,5,2.343347,15.436405,0.151807,2.645805,2.114344,0.418332
35,4,2.282154,15.804086,0.144403,2.622585,1.735954,0.386355
36,4,2.340482,15.501195,0.150987,2.479961,2.094338,0.398129
37,4,2.215371,17.325594,0.127867,2.656275,1.996087,0.343255
38,3,2.287016,17.073205,0.133954,2.583120,1.873066,0.368028
39,5,2.535597,16.624664,0.152520,2.765810,2.068217,0.379840
40,8,2.228577,15.769040,0.141326,2.377752,1.876993,0.304505
41,4,2.238873,16.381996,0.136667,2.770705,1.797071,0.297194
